genome,completeness,contamination,location,length,N50
EHA04743_bin.1.fa.gz,52.97,3.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.1.fa.gz,1077538,2669
EHA04823_bin.305.fa.gz,52.92,2.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.305.fa.gz,522798,3246
EHA04815_bin.216.fa.gz,52.89,3.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.216.fa.gz,1197024,3332
EHA04823_bin.173.fa.gz,52.88,5.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.173.fa.gz,2144730,4859
EHA04815_bin.60.fa.gz,52.72,4.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.60.fa.gz,2826387,21723
EHA04815_bin.183.fa.gz,52.36,6.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.183.fa.gz,3200881,26356
EHA04815_bin.107.fa.gz,52.24,2.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.107.fa.gz,1068654,3750
EHA04743_bin.7.fa.gz,52.23,4.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.7.fa.gz,1028328,2368
EHA04815_bin.189.fa.gz,51.94,9.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.189.fa.gz,897938,25939
EHA04823_bin.143.fa.gz,51.93,0.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.143.fa.gz,1360599,4899
EHA04823_bin.306.fa.gz,51.79,3.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.306.fa.gz,1074768,2798
EHA04823_bin.288.fa.gz,51.74,1.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.288.fa.gz,617596,3279
EHA04823_bin.72.fa.gz,51.62,1.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.72.fa.gz,1406872,3290
EHA04823_bin.78.fa.gz,51.6,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.78.fa.gz,2179420,90456
EHA04815_bin.194.fa.gz,51.52,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.194.fa.gz,1125096,13746
EHA04748_bin.53.fa.gz,51.37,6.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.53.fa.gz,1339094,2097
EHA04823_bin.290.fa.gz,51.23,0.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.290.fa.gz,791519,4085
EHA04823_bin.30.fa.gz,51.23,5.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.30.fa.gz,2918352,10754
EHA04749_bin.13.fa.gz,51.01,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.13.fa.gz,1192995,3034
EHA04823_bin.108.fa.gz,50.86,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.108.fa.gz,1033767,2711
EHA04815_bin.215.fa.gz,50.66,4.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.215.fa.gz,1278212,19778
EHA04815_bin.185.fa.gz,50.55,0.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.185.fa.gz,1103721,28692
EHA04743_bin.37.fa.gz,50.4,9.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.37.fa.gz,1757020,2305
EHA04815_bin.213.fa.gz,50.3,4.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.213.fa.gz,1145643,2274
EHA04749_bin.11.fa.gz,50.18,6.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.11.fa.gz,1253783,2474
nhnw_bin.7.fa.gz,100.0,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.7.fa.gz,1535436,159823
nhnw_bin.61.fa.gz,100.0,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.61.fa.gz,3015356,101866
nhnw_bin.542.fa.gz,100.0,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.542.fa.gz,2319232,47012
nhnw_bin.261.fa.gz,100.0,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.261.fa.gz,1162500,129582
nhnw_bin.580.fa.gz,99.64,8.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.580.fa.gz,2436537,79908
nhnw_bin.125.fa.gz,99.64,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.125.fa.gz,2021667,56066
nhnw_bin.514.fa.gz,99.4,4.391,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.514.fa.gz,1973594,69479
nhnw_bin.38.fa.gz,99.36,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.38.fa.gz,1883444,73913
nhnw_bin.4.fa.gz,99.32,4.138,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.4.fa.gz,3628139,78799
nhnw_bin.107.fa.gz,99.32,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.107.fa.gz,2297051,96148
nhnw_bin.161.fa.gz,99.27,4.106,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.161.fa.gz,2383490,73016
nhnw_bin.419.fa.gz,99.26,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.419.fa.gz,1990165,78705
nhnw_bin.159.fa.gz,99.25,0.061,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.159.fa.gz,2360760,87851
nhnw_bin.269.fa.gz,99.2,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.269.fa.gz,1660971,147982
nhnw_bin.594.fa.gz,99.19,6.194,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.594.fa.gz,1945731,18091
nhnw_bin.550.fa.gz,99.19,1.612,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.550.fa.gz,2071431,112050
nhnw_bin.176.fa.gz,99.19,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.176.fa.gz,1594556,93547
nhnw_bin.498.fa.gz,99.15,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.498.fa.gz,2654243,82287
nhnw_bin.238.fa.gz,99.15,7.753,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.238.fa.gz,2370570,79899
nhnw_bin.173.fa.gz,99.06,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.173.fa.gz,2326211,63855
nhnw_bin.516.fa.gz,99.04,1.111,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.516.fa.gz,2726396,77376
nhnw_bin.251.fa.gz,98.95,6.208,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.251.fa.gz,4501347,55062
nhnw_bin.445.fa.gz,98.92,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.445.fa.gz,2182580,104121
nhnw_bin.210.fa.gz,98.92,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.210.fa.gz,2843300,53720
nhnw_bin.126.fa.gz,98.92,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.126.fa.gz,2256532,52345
nhnw_bin.57.fa.gz,98.87,1.821,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.57.fa.gz,2483182,227792
nhnw_bin.560.fa.gz,98.87,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.560.fa.gz,1021478,310250
nhnw_bin.481.fa.gz,98.87,3.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.481.fa.gz,1215497,168276
nhnw_bin.376.fa.gz,98.83,0.549,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.376.fa.gz,2756829,52174
nhnw_bin.600.fa.gz,98.72,0.636,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.600.fa.gz,2232649,139987
nhnw_bin.524.fa.gz,98.66,0.666,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.524.fa.gz,1115870,247861
nhnw_bin.454.fa.gz,98.65,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.454.fa.gz,1805687,131090
nhnw_bin.206.fa.gz,98.63,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.206.fa.gz,1984067,72107
nhnw_bin.571.fa.gz,98.6,0.699,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.571.fa.gz,2194850,66275
nhnw_bin.330.fa.gz,98.52,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.330.fa.gz,2417367,42432
nhnw_bin.226.fa.gz,98.45,2.455,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.226.fa.gz,2535763,61694
nhnw_bin.156.fa.gz,98.43,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.156.fa.gz,1841217,93984
nhnw_bin.399.fa.gz,98.38,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.399.fa.gz,1831554,67595
nhnw_bin.102.fa.gz,98.38,2.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.102.fa.gz,4258712,49213
nhnw_bin.294.fa.gz,98.34,0.632,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.294.fa.gz,2940341,63923
nhnw_bin.73.fa.gz,98.27,8.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.73.fa.gz,2411494,94855
nhnw_bin.345.fa.gz,98.27,4.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.345.fa.gz,1586625,92816
nhnw_bin.518.fa.gz,98.24,2.232,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.518.fa.gz,2879850,43161
nhnw_bin.331.fa.gz,98.22,0.316,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.331.fa.gz,1579480,89442
nhnw_bin.139.fa.gz,98.11,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.139.fa.gz,2953201,110675
nhnw_bin.90.fa.gz,97.98,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.90.fa.gz,2644151,71074
nhnw_bin.59.fa.gz,97.98,1.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.59.fa.gz,2918035,42350
nhnw_bin.224.fa.gz,97.98,1.403,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.224.fa.gz,2903873,34874
nhnw_bin.123.fa.gz,97.85,1.428,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.123.fa.gz,1524133,32622
nhnw_bin.423.fa.gz,97.84,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.423.fa.gz,1551412,55261
nhnw_bin.511.fa.gz,97.82,2.069,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.511.fa.gz,2769698,91627
nhnw_bin.442.fa.gz,97.81,7.046,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.442.fa.gz,3654730,29563
nhnw_bin.140.fa.gz,97.8,3.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.140.fa.gz,3424061,47304
nhnw_bin.228.fa.gz,97.75,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.228.fa.gz,1131517,115100
nhnw_bin.365.fa.gz,97.72,1.136,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.365.fa.gz,1993715,248195
nhnw_bin.325.fa.gz,97.72,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.325.fa.gz,2122100,47438
nhnw_bin.339.fa.gz,97.71,1.677,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.339.fa.gz,2180386,33705
nhnw_bin.202.fa.gz,97.71,1.478,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.202.fa.gz,1968490,185170
nhnw_bin.508.fa.gz,97.7,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.508.fa.gz,3504009,139858
nhnw_bin.484.fa.gz,97.69,6.711,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.484.fa.gz,4701758,60626
nhnw_bin.512.fa.gz,97.68,1.307,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.512.fa.gz,1781990,94305
nhnw_bin.574.fa.gz,97.67,3.991,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.574.fa.gz,1704672,16942
nhnw_bin.109.fa.gz,97.66,3.409,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.109.fa.gz,1975684,170473
nhnw_bin.452.fa.gz,97.61,0.816,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.452.fa.gz,2167667,28583
nhnw_bin.322.fa.gz,97.61,3.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.322.fa.gz,2261373,39672
nhnw_bin.444.fa.gz,97.6,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.444.fa.gz,1534388,48280
nhnw_bin.180.fa.gz,97.58,2.093,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.180.fa.gz,2355433,142734
nhnw_bin.153.fa.gz,97.53,0.318,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.153.fa.gz,3100179,25268
nhnw_bin.134.fa.gz,97.44,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.134.fa.gz,2627148,33475
nhnw_bin.398.fa.gz,97.41,0.953,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.398.fa.gz,2089301,54484
nhnw_bin.337.fa.gz,97.34,0.843,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.337.fa.gz,2236291,149748
nhnw_bin.467.fa.gz,97.33,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.467.fa.gz,1336651,118942
nhnw_bin.259.fa.gz,97.33,1.333,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.259.fa.gz,1335850,207831
nhnw_bin.129.fa.gz,97.33,1.333,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.129.fa.gz,1219718,186326
nhnw_bin.551.fa.gz,97.31,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.551.fa.gz,2653992,100463
nhnw_bin.49.fa.gz,97.31,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.49.fa.gz,3305999,45450
nhnw_bin.350.fa.gz,97.31,2.999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.350.fa.gz,1803125,38313
nhnw_bin.321.fa.gz,97.31,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.321.fa.gz,1823464,119651
nhnw_bin.267.fa.gz,97.31,0.268,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.267.fa.gz,2170370,60457
nhnw_bin.191.fa.gz,97.31,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.191.fa.gz,1734634,36412
nhnw_bin.119.fa.gz,97.31,0.436,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.119.fa.gz,2408660,41249
nhnw_bin.42.fa.gz,97.27,1.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.42.fa.gz,2088243,140955
nhnw_bin.403.fa.gz,97.17,0.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.403.fa.gz,1860261,176182
nhnw_bin.223.fa.gz,97.17,9.243,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.223.fa.gz,2583033,33994
nhnw_bin.449.fa.gz,97.16,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.449.fa.gz,1728702,49970
nhnw_bin.22.fa.gz,97.14,0.737,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.22.fa.gz,2240281,131194
nhnw_bin.553.fa.gz,97.09,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.553.fa.gz,2587117,76895
nhnw_bin.33.fa.gz,97.04,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.33.fa.gz,2638976,51169
nhnw_bin.190.fa.gz,97.04,7.753,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.190.fa.gz,2230051,147290
nhnw_bin.145.fa.gz,97.04,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.145.fa.gz,2716974,168306
nhnw_bin.470.fa.gz,96.86,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.470.fa.gz,2280275,79649
nhnw_bin.26.fa.gz,96.86,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.26.fa.gz,2616080,41709
nhnw_bin.342.fa.gz,96.77,1.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.342.fa.gz,2126899,93065
nhnw_bin.14.fa.gz,96.77,0.219,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.14.fa.gz,1303963,183995
nhnw_bin.118.fa.gz,96.77,3.494,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.118.fa.gz,2287501,62086
nhnw_bin.590.fa.gz,96.7,0.064,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.590.fa.gz,2898813,56624
nhnw_bin.401.fa.gz,96.65,4.664,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.401.fa.gz,2448339,148645
nhnw_bin.82.fa.gz,96.64,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.82.fa.gz,2449860,59910
nhnw_bin.336.fa.gz,96.64,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.336.fa.gz,2529225,150510
nhnw_bin.124.fa.gz,96.64,2.536,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.124.fa.gz,2322430,116024
nhnw_bin.273.fa.gz,96.62,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.273.fa.gz,2689981,39720
nhnw_bin.71.fa.gz,96.59,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.71.fa.gz,1600407,49948
nhnw_bin.186.fa.gz,96.55,6.896,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.186.fa.gz,2263635,70502
nhnw_bin.281.fa.gz,96.5,2.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.281.fa.gz,2493040,27731
nhnw_bin.360.fa.gz,96.46,3.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.360.fa.gz,1259883,214953
nhnw_bin.303.fa.gz,96.45,1.122,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.303.fa.gz,1739894,105749
nhnw_bin.244.fa.gz,96.43,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.244.fa.gz,1264635,139959
nhnw_bin.3.fa.gz,96.4,2.602,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.3.fa.gz,2349734,75878
nhnw_bin.208.fa.gz,96.39,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.208.fa.gz,1879465,87447
nhnw_bin.506.fa.gz,96.32,7.619,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.506.fa.gz,1926910,114941
nhnw_bin.318.fa.gz,96.3,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.318.fa.gz,1737480,89872
nhnw_bin.154.fa.gz,96.3,0.111,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.154.fa.gz,1796867,33027
nhnw_bin.357.fa.gz,96.28,4.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.357.fa.gz,2127736,143920
nhnw_bin.76.fa.gz,96.22,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.76.fa.gz,1773328,118465
nhnw_bin.55.fa.gz,96.19,0.224,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.55.fa.gz,2885570,40789
nhnw_bin.561.fa.gz,96.16,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.561.fa.gz,2045525,59300
nhnw_bin.334.fa.gz,96.1,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.334.fa.gz,2386246,35054
nhnw_bin.320.fa.gz,96.09,0.709,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.320.fa.gz,1401950,182312
nhnw_bin.577.fa.gz,96.08,0.894,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.577.fa.gz,1676895,21638
nhnw_bin.299.fa.gz,96.0,2.666,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.299.fa.gz,1669163,12159
nhnw_bin.509.fa.gz,95.97,1.006,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.509.fa.gz,2585462,20666
nhnw_bin.417.fa.gz,95.97,1.384,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.417.fa.gz,1989969,182533
nhnw_bin.416.fa.gz,95.97,0.915,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.416.fa.gz,3609209,57636
nhnw_bin.349.fa.gz,95.97,2.369,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.349.fa.gz,1896009,31493
nhnw_bin.288.fa.gz,95.97,4.311,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.288.fa.gz,2583365,24444
nhnw_bin.264.fa.gz,95.97,4.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.264.fa.gz,2227505,75577
nhnw_bin.564.fa.gz,95.96,9.191,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.564.fa.gz,3446190,35227
nhnw_bin.413.fa.gz,95.96,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.413.fa.gz,2267011,153887
nhnw_bin.12.fa.gz,95.96,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.12.fa.gz,1601953,56990
nhnw_bin.177.fa.gz,95.95,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.177.fa.gz,2993947,92523
nhnw_bin.352.fa.gz,95.86,0.537,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.352.fa.gz,2130022,68490
nhnw_bin.324.fa.gz,95.86,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.324.fa.gz,1880972,212581
nhnw_bin.174.fa.gz,95.86,0.793,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.174.fa.gz,1908033,11894
nhnw_bin.188.fa.gz,95.8,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.188.fa.gz,2105138,156956
nhnw_bin.78.fa.gz,95.78,1.197,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.78.fa.gz,1553139,100183
nhnw_bin.335.fa.gz,95.74,1.363,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.335.fa.gz,1507133,72758
nhnw_bin.326.fa.gz,95.74,1.418,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.326.fa.gz,1454152,50592
nhnw_bin.540.fa.gz,95.72,0.699,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.540.fa.gz,2023019,119403
nhnw_bin.295.fa.gz,95.71,0.264,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.295.fa.gz,2016375,47054
nhnw_bin.137.fa.gz,95.71,0.949,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.137.fa.gz,2356509,94625
nhnw_bin.149.fa.gz,95.64,4.474,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.149.fa.gz,1884257,60207
nhnw_bin.290.fa.gz,95.62,7.102,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.290.fa.gz,4869932,51712
nhnw_bin.13.fa.gz,95.6,1.034,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.13.fa.gz,2222995,14676
nhnw_bin.111.fa.gz,95.53,0.859,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.111.fa.gz,2473132,26288
nhnw_bin.315.fa.gz,95.52,4.921,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.315.fa.gz,2229947,32693
nhnw_bin.54.fa.gz,95.43,1.254,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.54.fa.gz,2474184,57055
nhnw_bin.521.fa.gz,95.43,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.521.fa.gz,1926796,42757
nhnw_bin.390.fa.gz,95.41,1.417,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.390.fa.gz,2373367,17535
nhnw_bin.309.fa.gz,95.41,1.363,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.309.fa.gz,2027920,43072
nhnw_bin.519.fa.gz,95.39,6.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.519.fa.gz,1586242,38153
nhnw_bin.219.fa.gz,95.37,2.516,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.219.fa.gz,4517115,102043
nhnw_bin.495.fa.gz,95.34,3.225,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.495.fa.gz,2369848,89549
nhnw_bin.340.fa.gz,95.32,0.537,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.340.fa.gz,2001853,166014
