Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	EHI02809 Read Count	EHI02809 Covered Fraction	EHI02809 Length	EHI01176 Read Count	EHI01176 Covered Fraction	EHI01176 Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	EHI01174 Read Count	EHI01174 Covered Fraction	EHI01174 Length	EHI02816 Read Count	EHI02816 Covered Fraction	EHI02816 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	EHI02800 Read Count	EHI02800 Covered Fraction	EHI02800 Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	EHI02786 Read Count	EHI02786 Covered Fraction	EHI02786 Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	EHI01178 Read Count	EHI01178 Covered Fraction	EHI01178 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	EHI02814 Read Count	EHI02814 Covered Fraction	EHI02814 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	EHI01177 Read Count	EHI01177 Covered Fraction	EHI01177 Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	EHI01179 Read Count	EHI01179 Covered Fraction	EHI01179 Length	EHI02781 Read Count	EHI02781 Covered Fraction	EHI02781 Length	EHI01175 Read Count	EHI01175 Covered Fraction	EHI01175 Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	EHI02805 Read Count	EHI02805 Covered Fraction	EHI02805 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	EHI02790 Read Count	EHI02790 Covered Fraction	EHI02790 Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	EHI01180 Read Count	EHI01180 Covered Fraction	EHI01180 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length	EHI01172 Read Count	EHI01172 Covered Fraction	EHI01172 Length
EHA04747_bin.16	12	0.0005425778	2338835	61	0.0017983313	2338835	217984	0.9977266	2338835	9	0.00024200082	2338835	578	0.0059089246	2338835	83	0.0020826608	2338835	14	0.00015905354	2338835	178073	0.99539816	2338835	24	0.0003762557	2338835	94	0.0023836654	2338835	77	0.002232308	2338835	16	0.000668709	2338835	481	0.0052816896	2338835	200012	0.99721056	2338835	81	0.0013848775	2338835	301484	0.99863607	2338835	67	0.0021566292	2338835	609	0.0054920507	2338835	664	0.0066315066	2338835	389	0.0048515606	2338835	156	0.0036193233	2338835	3	0.00007268576	2338835	16	0.00043953507	2338835	438556	0.99946725	2338835	246	0.0041054627	2338835	243	0.004079809	2338835	33	0.0010719012	2338835	9	0.00027706102	2338835	106	0.0025756413	2338835	189	0.003674479	2338835	11	0.00029972187	2338835	5	0.00010475301	2338835	252	0.004143088	2338835	528	0.005685737	2338835	0	0	2338835	27	0.0008718016	2338835	194	0.0040588584	2338835	19	0.00044509338	2338835	274929	0.99862623	2338835	18	0.00039763388	2338835	152	0.00273555	2338835	79	0.002208792	2338835	404268	0.9996956	2338835	35	0.0008854836	2338835	6	0.0001479369	2338835	2093	0.007834243	2338835	147476	0.99362504	2338835	26	0.0010060564	2338835	2931	0.011359074	2338835	129	0.0025440017	2338835	550	0.005589535	2338835	12	0.00019026567	2338835	15	0.0004968285	2338835	4	0.000028219178	2338835	284	0.004839589	2338835	28	0.0006776878	2338835	2	0.000066699875	2338835
EHA04747_bin.21	65	0.00039949562	1216534	88	0.00082611747	1216534	34590	0.93584067	1216534	45	0.0005145767	1216534	208	0.0011310822	1216534	630	0.00092311436	1216534	25	0.0008178974	1216534	43480	0.96080667	1216534	63	0.001103956	1216534	30	0.00051128864	1216534	227	0.0005392369	1216534	13	0.0008639298	1216534	1002	0.0014746813	1216534	29452	0.90081	1216534	293	0.0012576714	1216534	44845	0.9669668	1216534	40	0.0011368362	1216534	338	0.000997917	1216534	163	0.00079981325	1216534	576	0.00091078423	1216534	492	0.0005047126	1216534	23	0.001099846	1216534	760	0.0005852693	1216534	30537	0.9084267	1216534	542	0.0009403765	1216534	48	0.0010365514	1216534	332	0.0007315866	1216534	174	0.00033373502	1216534	175	0.00047018824	1216534	73	0.000332091	1216534	17	0.00047101025	1216534	66	0.0015733222	1216534	235	0.00093133445	1216534	976	0.001659633	1216534	65	0.000441418	1216534	69	0.0005877353	1216534	167	0.0005392369	1216534	86	0.0006386998	1216534	33939	0.9343989	1216534	118	0.0011598525	1216534	1892	0.0011417683	1216534	52	0.00044552804	1216534	57548	0.99852204	1216534	51	0.00055567705	1216534	51	0.00013563123	1216534	234	0.002009808	1216534	19766	0.79652685	1216534	387	0.002109271	1216534	3384	0.0016982674	1216534	480	0.0006724021	1216534	983	0.0011376583	1216534	425	0.00067980017	1216534	154	0.0008269395	1216534	30	0.00058115926	1216534	176	0.00045128207	1216534	303	0.00052855077	1216534	20	0.00040442767	1216534
EHA04747_bin.24	19	0.0008200638	2159588	31	0.0009094327	2159588	1566457	0.999718	2159588	37	0.00095759006	2159588	173	0.0020064013	2159588	116	0.0017808953	2159588	4	0.00008659059	2159588	1761678	0.9997944	2159588	65	0.0011877265	2159588	146	0.0021508732	2159588	35	0.0007908916	2159588	91	0.0018461854	2159588	300	0.0021865282	2159588	1587796	0.99971616	2159588	234	0.0018350723	2159588	2059673	0.9998791	2159588	37	0.00095342257	2159588	973	0.003711356	2159588	230	0.002042056	2159588	100	0.0017850627	2159588	414	0.003134394	2159588	68	0.0005153761	2159588	126	0.0014479613	2159588	2299519	0.9997884	2159588	106	0.0013886908	2159588	66	0.0012409774	2159588	62	0.0011997658	2159588	22	0.00070383796	2159588	54	0.00086451677	2159588	85	0.0015410347	2159588	50	0.001119658	2159588	36	0.0007594041	2159588	216	0.00208512	2159588	309	0.0026204071	2159588	13	0.00034080574	2159588	46	0.00079228077	2159588	94	0.0016419799	2159588	90	0.00080246787	2159588	1617978	0.9997245	2159588	143	0.0013382182	2159588	211	0.0020341843	2159588	95	0.0014933404	2159588	2098401	0.9999801	2159588	99	0.001624847	2159588	14	0.00026301312	2159588	230	0.0016753195	2159588	1710951	0.9997287	2159588	2	0.00010464959	2159588	596	0.0031246701	2159588	125	0.0019526873	2159588	357	0.0028486915	2159588	36	0.00086914725	2159588	99	0.001444257	2159588	82	0.0009890775	2159588	68	0.0015544632	2159588	127	0.001976766	2159588	25	0.00071819255	2159588
EHA04747_bin.2	837	0.012263184	2560591	3127	0.018631637	2560591	179314	0.9916687	2560591	1777	0.017140964	2560591	2728	0.015931088	2560591	2461	0.01713745	2560591	1362	0.014664193	2560591	190724	0.99294853	2560591	627	0.00908384	2560591	1702	0.010283563	2560591	2249	0.017117143	2560591	796	0.008033302	2560591	5168	0.021966023	2560591	141199	0.98024243	2560591	1741	0.012448689	2560591	181045	0.9899422	2560591	3206	0.011560222	2560591	7428	0.022467079	2560591	2602	0.012381516	2560591	2318	0.017426835	2560591	1128	0.008778443	2560591	1062	0.01470637	2560591	1459	0.015982639	2560591	155152	0.98477775	2560591	2566	0.019373262	2560591	1946	0.018463707	2560591	1220	0.011536399	2560591	455	0.0075826244	2560591	258	0.005052349	2560591	1995	0.014797365	2560591	1721	0.016475884	2560591	3198	0.020878384	2560591	2878	0.013571477	2560591	2607	0.019358812	2560591	122	0.002969627	2560591	1104	0.009802034	2560591	1347	0.013776897	2560591	2263	0.02198633	2560591	144347	0.9876185	2560591	2488	0.018819094	2560591	1728	0.012774004	2560591	2322	0.01434122	2560591	182848	0.99884206	2560591	810	0.011140397	2560591	84	0.0015840093	2560591	3651	0.020697175	2560591	114463	0.97491866	2560591	7588	0.027457332	2560591	9598	0.02599517	2560591	1211	0.012666216	2560591	2893	0.017058952	2560591	1002	0.011852342	2560591	3172	0.014035041	2560591	954	0.012926703	2560591	512	0.007592388	2560591	1242	0.012431115	2560591	1594	0.017802922	2560591
EHA04747_bin.30	112	0.0014661731	2257578	236	0.0019937295	2257578	192016	0.99495524	2257578	139	0.0017399178	2257578	321	0.0017434614	2257578	546	0.002327273	2257578	99	0.0011512338	2257578	477694	0.99741626	2257578	159	0.0024163064	2257578	229	0.0021841992	2257578	191	0.0011432606	2257578	156	0.0019844275	2257578	1203	0.0024880646	2257578	224842	0.9957419	2257578	242	0.002100924	2257578	247786	0.9966987	2257578	307	0.002176669	2257578	1378	0.0027223865	2257578	451	0.002960695	2257578	303	0.0022670312	2257578	218	0.0013607503	2257578	183	0.0017731392	2257578	625	0.0022408972	2257578	141435	0.99248576	2257578	203	0.0014550992	2257578	202	0.0025465344	2257578	194	0.0021620516	2257578	92	0.0019582934	2257578	165	0.001961394	2257578	276	0.0020787765	2257578	154	0.0013722671	2257578	203	0.002429595	2257578	282	0.0023857425	2257578	295	0.0024610446	2257578	30	0.00074105966	2257578	584	0.0019007095	2257578	220	0.0021545214	2257578	437	0.0024247225	2257578	142236	0.99188733	2257578	143	0.0013496765	2257578	551	0.0027330173	2257578	310	0.0029013394	2257578	142074	0.9985294	2257578	252	0.0022630447	2257578	10	0.00024406688	2257578	683	0.0029159568	2257578	180595	0.9943922	2257578	293	0.0023675815	2257578	3433	0.0040702913	2257578	378	0.0021416757	2257578	569	0.0028876078	2257578	254	0.0013789114	2257578	410	0.0022856353	2257578	205	0.0024619305	2257578	195	0.0016026024	2257578	246	0.0020114477	2257578	52	0.0009208984	2257578
EHA04747_bin.37	89	0.0012862076	1971688	383	0.0017913585	1971688	156986	0.9954024	1971688	567	0.0056560673	1971688	551	0.0021783365	1971688	502	0.0019059811	1971688	724	0.0019952448	1971688	147646	0.9942643	1971688	70	0.00062890275	1971688	220	0.0011984655	1971688	271	0.0018370047	1971688	102	0.0010970295	1971688	1214	0.0035051184	1971688	114984	0.99065065	1971688	135	0.0009773351	1971688	116883	0.9906314	1971688	423	0.001405902	1971688	1636	0.0030593076	1971688	471	0.0016199318	1971688	323	0.0020966807	1971688	184	0.0010939864	1971688	253	0.0039889677	1971688	399	0.0015408117	1971688	107257	0.988804	1971688	385	0.001578343	1971688	352	0.0016858651	1971688	222	0.0012583127	1971688	66	0.00033220268	1971688	75	0.0005497827	1971688	169	0.0015408117	1971688	229	0.0010148664	1971688	355	0.002021618	1971688	396	0.0014419117	1971688	421	0.0016589846	1971688	33	0.00034031752	1971688	179	0.0011939008	1971688	324	0.0020302401	1971688	203	0.0012583127	1971688	84176	0.97833025	1971688	982	0.0131958	1971688	647	0.0014728496	1971688	406	0.0015184958	1971688	106638	0.9987001	1971688	116	0.00083329616	1971688	13	0.00030329343	1971688	646	0.0020606709	1971688	77900	0.973934	1971688	514	0.002275715	1971688	3205	0.005294448	1971688	327	0.0015032805	1971688	1058	0.0022863657	1971688	190	0.0010219669	1971688	258	0.0013952511	1971688	226	0.0016949944	1971688	1752	0.0016584774	1971688	210	0.0013988015	1971688	132	0.0017406405	1971688
EHA04747_bin.43	6	0.000582315	1193512	170	0.012977666	1193512	30385	0.8501892	1193512	587	0.026989255	1193512	191	0.0075273644	1193512	150	0.010320801	1193512	594	0.028556898	1193512	30795	0.84134305	1193512	2	0.00025303476	1193512	132	0.010806762	1193512	76	0.0034880252	1193512	60	0.0046710884	1193512	373	0.02332528	1193512	31859	0.8513228	1193512	256	0.012862879	1193512	31382	0.8550203	1193512	17	0.0009543264	1193512	131	0.0058910176	1193512	339	0.020435488	1193512	269	0.018087795	1193512	45	0.003373238	1193512	1032	0.059674304	1193512	140	0.009679835	1193512	41808	0.89328635	1193512	50	0.0030330655	1193512	43	0.00192541	1193512	31	0.0012903096	1193512	341	0.029285	1193512	58	0.0035416486	1193512	78	0.006268894	1193512	564	0.026648246	1193512	84	0.00565474	1193512	41	0.002790923	1193512	189	0.012082828	1193512	5	0.00023627747	1193512	77	0.0023887486	1193512	27	0.0016522666	1193512	1650	0.05812761	1193512	21978	0.7699244	1193512	1441	0.08353498	1193512	1139	0.06794653	1193512	129	0.007726776	1193512	34639	0.926573	1193512	123	0.010258799	1193512	20	0.000883108	1193512	349	0.015386523	1193512	23688	0.79081315	1193512	52	0.002635918	1193512	785	0.009887625	1193512	264	0.017675566	1193512	174	0.01266263	1193512	5	0.000404688	1193512	37	0.0028856015	1193512	385	0.01590516	1193512	51	0.0033120739	1193512	117	0.0033313448	1193512	436	0.024843488	1193512
EHA04747_bin.49	54	0.0026077523	835202	166	0.00513289	835202	40481	0.98105127	835202	3769	0.05087871	835202	984	0.008540449	835202	928	0.009676701	835202	12	0.0010177179	835202	35459	0.97011024	835202	76	0.0030304047	835202	349	0.006743279	835202	18	0.0010081393	835202	71	0.0035584206	835202	759	0.009861087	835202	38241	0.97665954	835202	2	0.00008500938	835202	41613	0.98147035	835202	1035	0.011973151	835202	1023	0.009978425	835202	600	0.008800266	835202	176	0.00552082	835202	118	0.0041175666	835202	18	0.0011446333	835202	659	0.00882062	835202	56727	0.99141884	835202	78	0.004280402	835202	172	0.005257411	835202	377	0.006842656	835202	140	0.0047617224	835202	91	0.0033213522	835202	311	0.0064044385	835202	11	0.0008213582	835202	118	0.004554587	835202	727	0.009286377	835202	362	0.007435327	835202	10	0.0008285421	835202	12	0.00035320796	835202	55	0.0029765253	835202	43	0.003954732	835202	40414	0.98057115	835202	16	0.0008273448	835202	1466	0.011149399	835202	273	0.006246393	835202	50386	0.9956681	835202	133	0.0049532927	835202	14	0.0010045473	835202	399	0.0078160735	835202	28212	0.9480425	835202	72	0.00280052	835202	140	0.0053939046	835202	161	0.004102002	835202	1897	0.011109888	835202	297	0.0054657436	835202	265	0.0075706234	835202	160	0.010870424	835202	77	0.0038577493	835202	9	0.0011518172	835202	0	0	835202
EHA04747_bin.4	0	0	963931	0	0	963931	24196	0.9137791	963931	2	0.00009959219	963931	0	0	963931	0	0	963931	0	0	963931	23934	0.9043002	963931	0	0	963931	0	0	963931	0	0	963931	0	0	963931	0	0	963931	25792	0.92193115	963931	0	0	963931	20325	0.87209666	963931	0	0	963931	0	0	963931	0	0	963931	4	0.00034961008	963931	0	0	963931	0	0	963931	0	0	963931	28963	0.937148	963931	3	0.00015665022	963931	0	0	963931	3	0.00021889534	963931	0	0	963931	0	0	963931	0	0	963931	0	0	963931	0	0	963931	3	0.00046995064	963931	1	0.00006535737	963931	0	0	963931	2	0.00006846963	963931	0	0	963931	0	0	963931	20385	0.8786905	963931	0	0	963931	1	0.00015665022	963931	0	0	963931	41000	0.99799365	963931	0	0	963931	0	0	963931	4	0.00015457538	963931	9542	0.6452848	963931	6	0.00031952496	963931	96	0.0008392717	963931	0	0	963931	2	0.00015353796	963931	0	0	963931	0	0	963931	2	0.00009647993	963931	5	0.00026350433	963931	0	0	963931	0	0	963931
EHA04747_bin.7	5	0.0006200792	846666	9	0.00087992195	846666	18440	0.8312569	846666	307	0.0125480415	846666	16	0.0013074813	846666	31	0.0012661427	846666	355	0.01581025	846666	16764	0.8187101	846666	3	0.00027755927	846666	4	0.00024921278	846666	15	0.0012342529	846666	4	0.00037322863	846666	34	0.0013866152	846666	18366	0.8343845	846666	17	0.000891733	846666	16009	0.8134341	846666	7	0.0003992129	846666	42	0.002081104	846666	10	0.00090708735	846666	20	0.0019677181	846666	11	0.000788977	846666	434	0.012648435	846666	27	0.00218386	846666	24041	0.8957924	846666	15	0.0009874024	846666	11	0.00083858334	846666	17	0.00070275646	846666	6	0.0008633865	846666	0	0	846666	14	0.0017137809	846666	390	0.017174423	846666	14	0.00070275646	846666	10	0.00068858324	846666	26	0.0021779544	846666	0	0	846666	24	0.0012862214	846666	4	0.0005362209	846666	558	0.018764189	846666	16196	0.8124573	846666	251	0.013750404	846666	16	0.0009330716	846666	15	0.0008645676	846666	21131	0.91781294	846666	7	0.00032716562	846666	1	0.0001783466	846666	72	0.0031700812	846666	16227	0.8116412	846666	18	0.0011799221	846666	164	0.0047905548	846666	43	0.0023775608	846666	27	0.002424805	846666	1	0.00017244108	846666	9	0.00080905575	846666	392	0.0154925315	846666	11	0.0010783473	846666	3	0.0002503939	846666	395	0.011983474	846666
EHA04747_bin.9	140	0.004751631	1124456	117	0.0051962906	1124456	44678	0.96222174	1124456	515	0.012754612	1124456	836	0.013715966	1124456	423	0.008740227	1124456	393	0.012822201	1124456	35317	0.9280301	1124456	90	0.0034114274	1124456	236	0.006694793	1124456	419	0.00647691	1124456	109	0.0017804165	1124456	235	0.004790761	1124456	35289	0.93412817	1124456	248	0.005799249	1124456	37449	0.9467227	1124456	174	0.007633914	1124456	177	0.004749852	1124456	545	0.012481591	1124456	632	0.011306801	1124456	508	0.008237761	1124456	627	0.01696109	1124456	953	0.008060787	1124456	59100	0.97747	1124456	1051	0.009942586	1124456	259	0.005055778	1124456	404	0.0026510598	1124456	289	0.003776048	1124456	83	0.0035305962	1124456	203	0.0062590265	1124456	931	0.017270574	1124456	37	0.0019431618	1124456	268	0.005303009	1124456	569	0.012948483	1124456	8	0.00036817804	1124456	493	0.0118395025	1124456	550	0.0039210073	1124456	940	0.017855745	1124456	42213	0.95430946	1124456	971	0.0175516	1124456	218	0.006514261	1124456	142	0.0043309834	1124456	49700	0.99545646	1124456	171	0.003064593	1124456	0	0	1124456	3346	0.01638748	1124456	27842	0.903701	1124456	1472	0.0060838307	1124456	3039	0.023521597	1124456	326	0.0051464885	1124456	398	0.011770136	1124456	88	0.001402456	1124456	269	0.0057956916	1124456	459	0.0133344475	1124456	115	0.0045995573	1124456	156	0.005599152	1124456	169	0.008518786	1124456
EHA04748_bin.12	840	0.023998652	2279628	16507	0.11377821	2279628	584523	0.999553	2279628	3887	0.02913721	2279628	14221	0.10722934	2279628	8343	0.0914329	2279628	1520	0.017401524	2279628	707651	0.99903363	2279628	2874	0.054883078	2279628	3942	0.06499876	2279628	10301	0.103624366	2279628	1979	0.04501173	2279628	9792	0.089693144	2279628	592144	0.99892175	2279628	9398	0.0728847	2279628	710175	0.9990428	2279628	7583	0.08684838	2279628	28621	0.13604982	2279628	11333	0.097849734	2279628	6606	0.0815598	2279628	4407	0.07460252	2279628	9741	0.031956967	2279628	5523	0.07967616	2279628	760898	0.99888444	2279628	8431	0.08740593	2279628	37664	0.14286716	2279628	5828	0.073985755	2279628	2428	0.051173262	2279628	5454	0.06939948	2279628	4754	0.07491661	2279628	911	0.016350914	2279628	9777	0.077295065	2279628	9930	0.09936577	2279628	10748	0.100589655	2279628	1281	0.028428322	2279628	7432	0.088270545	2279628	5954	0.07862774	2279628	3132	0.026015209	2279628	497642	0.99868137	2279628	2193	0.018979851	2279628	44954	0.15003501	2279628	3645	0.058387157	2279628	542703	0.99844885	2279628	3744	0.06223735	2279628	413	0.009016383	2279628	8399	0.084329985	2279628	590663	0.9985068	2279628	6219	0.071327426	2279628	58868	0.17007731	2279628	4904	0.06873227	2279628	18180	0.107537284	2279628	5259	0.0639657	2279628	6410	0.083638646	2279628	4941	0.029288989	2279628	5186	0.07668313	2279628	4991	0.07139411	2279628	653	0.013518434	2279628
EHA04748_bin.17	59	0.0009902824	1225913	16	0.0007080437	1225913	129857	0.9996093	1225913	525	0.008146581	1225913	36	0.0017121932	1225913	124	0.0024006597	1225913	43	0.0019577246	1225913	132075	0.99942654	1225913	17	0.00090544764	1225913	10	0.00080185133	1225913	6	0.00020311393	1225913	33	0.00085242593	1225913	60	0.001649383	1225913	95112	0.99892163	1225913	11	0.00045435523	1225913	109933	0.99909943	1225913	4	0.00034504896	1225913	11	0.0004698539	1225913	23	0.0009127891	1225913	17	0.0009258406	1225913	14	0.00079695706	1225913	469	0.0064539653	1225913	127	0.0020482694	1225913	88825	0.9979248	1225913	155	0.0010849057	1225913	16	0.000837743	1225913	68	0.0009747837	1225913	19	0.00081735	1225913	8	0.00023655838	1225913	23	0.0008108243	1225913	81	0.0022301746	1225913	28	0.0009494964	1225913	32	0.0008483473	1225913	53	0.0009788623	1225913	0	0	1225913	30	0.00083692727	1225913	0	0	1225913	670	0.007176692	1225913	77444	0.9957411	1225913	85	0.0020164563	1225913	50	0.0009168677	1225913	14	0.0005742659	1225913	93077	0.99795336	1225913	18	0.0008972904	1225913	0	0	1225913	151	0.0022097817	1225913	71163	0.99549073	1225913	27	0.0011085615	1225913	53	0.0017382962	1225913	21	0.0011126401	1225913	4	0.00015661797	1225913	2	0.00005139027	1225913	2	0.0002455313	1225913	406	0.005706767	1225913	12	0.00046903818	1225913	10	0.00040214925	1225913	48	0.0016844588	1225913
EHA04748_bin.25	2033	0.007303049	1717228	713	0.0047302977	1717228	617336	0.9999697	1717228	989	0.010686409	1717228	2683	0.0112600075	1717228	1414	0.009800096	1717228	737	0.009746522	1717228	671586	0.999728	1717228	1296	0.01127573	1717228	1385	0.009605015	1717228	2038	0.01041213	1717228	890	0.007561605	1717228	12755	0.01658254	1717228	722290	0.999756	1717228	1964	0.005631751	1717228	871925	0.99970186	1717228	3308	0.013944566	1717228	7514	0.011616396	1717228	2954	0.011645513	1717228	2224	0.011863305	1717228	7085	0.01448206	1717228	574	0.007467849	1717228	2832	0.010268875	1717228	1348879	0.999869	1717228	2546	0.0062327194	1717228	1345	0.006209426	1717228	883	0.004753591	1717228	764	0.0072564622	1717228	447	0.0050104004	1717228	2788	0.011771296	1717228	578	0.008259824	1717228	463	0.0072716027	1717228	3154	0.009571239	1717228	1828	0.009334812	1717228	102	0.0016794509	1717228	4986	0.011823706	1717228	1107	0.006580955	1717228	1672	0.012870743	1717228	951655	0.99963194	1717228	574	0.009093725	1717228	2529	0.0053667887	1717228	1435	0.009953832	1717228	1291696	0.99969894	1717228	1964	0.009923551	1717228	119	0.0028540182	1717228	2221	0.009999255	1717228	1045019	0.9997607	1717228	691	0.005600887	1717228	10498	0.012187665	1717228	2598	0.013116487	1717228	1468	0.008853221	1717228	976	0.0071766824	1717228	2658	0.013988824	1717228	775	0.009216015	1717228	2770	0.009528729	1717228	1186	0.007781145	1717228	281	0.0051722894	1717228
EHA04748_bin.40	9077	0.013252755	2163852	29704	0.02032163	2163852	479902	0.9995651	2163852	7371	0.013173267	2163852	17880	0.026161678	2163852	22584	0.02723153	2163852	16461	0.011705976	2163852	457654	0.99862146	2163852	4742	0.013395093	2163852	6583	0.021212172	2163852	33122	0.020919176	2163852	4392	0.019234218	2163852	39717	0.036755748	2163852	409059	0.99768513	2163852	17285	0.019663082	2163852	473543	0.9988128	2163852	14638	0.034732044	2163852	57982	0.04540098	2163852	19519	0.03398199	2163852	17019	0.021769973	2163852	6167	0.016533941	2163852	19001	0.0143424785	2163852	21500	0.019718077	2163852	528710	0.99880767	2163852	49428	0.020609543	2163852	17374	0.018685197	2163852	11891	0.013068823	2163852	5108	0.010973024	2163852	2145	0.008535242	2163852	10714	0.020573495	2163852	7843	0.013685317	2163852	27298	0.023047324	2163852	17137	0.02189706	2163852	24679	0.018689819	2163852	835	0.0070152674	2163852	7035	0.01919817	2163852	16340	0.022600899	2163852	11950	0.0146645885	2163852	383706	0.9977494	2163852	10161	0.012907537	2163852	14396	0.013928864	2163852	16429	0.026054924	2163852	372799	0.99790883	2163852	11028	0.015867999	2163852	417	0.00466714	2163852	38480	0.024704555	2163852	300836	0.9969254	2163852	70217	0.024369504	2163852	119767	0.054033272	2163852	14799	0.01584212	2163852	47680	0.023136979	2163852	17898	0.0143471	2163852	8747	0.025245257	2163852	8562	0.012540599	2163852	5185	0.014910908	2163852	12215	0.014539812	2163852	7301	0.013298507	2163852
