genome,location,length
EHA04823_bin.93.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.93.fa.gz,1722245
EHA04823_bin.94.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.94.fa.gz,1748312
EHA04823_bin.96.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.96.fa.gz,2767541
EHA04823_bin.97.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.97.fa.gz,1314785
EHA04823_bin.98.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.98.fa.gz,2209832
EHA04823_bin.9.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.9.fa.gz,3230827
nhnw_bin.100.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.100.fa.gz,2729438
nhnw_bin.101.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.101.fa.gz,1972264
nhnw_bin.102.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.102.fa.gz,4258712
nhnw_bin.103.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.103.fa.gz,2168603
nhnw_bin.104.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.104.fa.gz,2593463
nhnw_bin.105.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.105.fa.gz,1781280
nhnw_bin.106.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.106.fa.gz,1769531
nhnw_bin.107.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.107.fa.gz,2297051
nhnw_bin.108.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.108.fa.gz,1646455
nhnw_bin.109.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.109.fa.gz,1975684
nhnw_bin.10.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.10.fa.gz,1679543
nhnw_bin.110.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.110.fa.gz,3690080
nhnw_bin.111.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.111.fa.gz,2473132
nhnw_bin.112.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.112.fa.gz,1926870
nhnw_bin.113.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.113.fa.gz,3411865
nhnw_bin.114.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.114.fa.gz,1731034
nhnw_bin.115.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.115.fa.gz,3419414
nhnw_bin.116.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.116.fa.gz,1640452
nhnw_bin.117.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.117.fa.gz,1741477
nhnw_bin.118.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.118.fa.gz,2287501
nhnw_bin.119.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.119.fa.gz,2408660
nhnw_bin.11.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.11.fa.gz,2113265
nhnw_bin.120.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.120.fa.gz,1252293
nhnw_bin.121.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.121.fa.gz,1470042
nhnw_bin.122.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.122.fa.gz,1524599
nhnw_bin.123.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.123.fa.gz,1524133
nhnw_bin.124.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.124.fa.gz,2322430
nhnw_bin.125.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.125.fa.gz,2021667
nhnw_bin.126.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.126.fa.gz,2256532
nhnw_bin.127.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.127.fa.gz,1987886
nhnw_bin.128.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.128.fa.gz,1639356
nhnw_bin.129.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.129.fa.gz,1219718
nhnw_bin.12.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.12.fa.gz,1601953
nhnw_bin.130.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.130.fa.gz,1576002
nhnw_bin.131.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.131.fa.gz,1295303
nhnw_bin.132.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.132.fa.gz,2446881
nhnw_bin.133.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.133.fa.gz,2841627
nhnw_bin.134.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.134.fa.gz,2627148
nhnw_bin.135.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.135.fa.gz,1977223
nhnw_bin.136.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.136.fa.gz,2345983
nhnw_bin.137.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.137.fa.gz,2356509
nhnw_bin.138.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.138.fa.gz,2416566
nhnw_bin.139.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.139.fa.gz,2953201
nhnw_bin.13.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.13.fa.gz,2222995
nhnw_bin.140.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.140.fa.gz,3424061
nhnw_bin.141.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.141.fa.gz,1907699
nhnw_bin.142.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.142.fa.gz,2352106
nhnw_bin.143.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.143.fa.gz,1668860
nhnw_bin.144.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.144.fa.gz,1795410
nhnw_bin.145.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.145.fa.gz,2716974
nhnw_bin.146.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.146.fa.gz,1129957
nhnw_bin.147.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.147.fa.gz,1401478
nhnw_bin.148.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.148.fa.gz,1723012
nhnw_bin.149.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.149.fa.gz,1884257
nhnw_bin.14.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.14.fa.gz,1303963
nhnw_bin.150.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.150.fa.gz,2245863
nhnw_bin.151.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.151.fa.gz,1651886
nhnw_bin.152.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.152.fa.gz,2693361
nhnw_bin.153.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.153.fa.gz,3100179
nhnw_bin.154.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.154.fa.gz,1796867
nhnw_bin.155.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.155.fa.gz,2133557
nhnw_bin.156.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.156.fa.gz,1841217
nhnw_bin.157.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.157.fa.gz,1986058
nhnw_bin.158.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.158.fa.gz,1813599
nhnw_bin.159.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.159.fa.gz,2360760
nhnw_bin.15.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.15.fa.gz,1825910
nhnw_bin.160.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.160.fa.gz,1771532
nhnw_bin.161.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.161.fa.gz,2383490
nhnw_bin.162.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.162.fa.gz,2394871
nhnw_bin.163.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.163.fa.gz,1259083
nhnw_bin.164.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.164.fa.gz,1976386
nhnw_bin.165.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.165.fa.gz,1556707
nhnw_bin.166.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.166.fa.gz,1878253
nhnw_bin.167.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.167.fa.gz,2379835
nhnw_bin.168.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.168.fa.gz,2013973
nhnw_bin.169.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.169.fa.gz,1070210
nhnw_bin.16.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.16.fa.gz,2030512
nhnw_bin.170.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.170.fa.gz,2422635
nhnw_bin.171.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.171.fa.gz,2162891
nhnw_bin.172.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.172.fa.gz,4377146
nhnw_bin.173.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.173.fa.gz,2326211
nhnw_bin.174.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.174.fa.gz,1908033
nhnw_bin.175.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.175.fa.gz,1941192
nhnw_bin.176.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.176.fa.gz,1594556
nhnw_bin.177.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.177.fa.gz,2993947
nhnw_bin.178.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.178.fa.gz,2003246
nhnw_bin.179.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.179.fa.gz,1661648
nhnw_bin.17.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.17.fa.gz,1778185
nhnw_bin.180.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.180.fa.gz,2355433
nhnw_bin.181.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.181.fa.gz,2071141
nhnw_bin.182.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.182.fa.gz,3138828
nhnw_bin.183.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.183.fa.gz,3783119
nhnw_bin.184.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.184.fa.gz,1985378
nhnw_bin.185.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.185.fa.gz,2148114
nhnw_bin.186.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.186.fa.gz,2263635
nhnw_bin.187.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.187.fa.gz,1547367
nhnw_bin.188.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.188.fa.gz,2105138
nhnw_bin.189.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.189.fa.gz,1681659
nhnw_bin.18.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.18.fa.gz,2383323
nhnw_bin.190.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.190.fa.gz,2230051
nhnw_bin.191.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.191.fa.gz,1734634
nhnw_bin.192.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.192.fa.gz,1660665
nhnw_bin.193.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.193.fa.gz,2360461
nhnw_bin.194.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.194.fa.gz,1784389
nhnw_bin.195.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.195.fa.gz,1560186
nhnw_bin.196.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.196.fa.gz,1292227
nhnw_bin.197.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.197.fa.gz,1689675
nhnw_bin.198.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.198.fa.gz,1857847
nhnw_bin.199.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.199.fa.gz,2085998
nhnw_bin.19.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.19.fa.gz,1441884
nhnw_bin.1.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.1.fa.gz,2578246
nhnw_bin.200.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.200.fa.gz,1639317
nhnw_bin.201.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.201.fa.gz,1647350
nhnw_bin.202.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.202.fa.gz,1968490
nhnw_bin.203.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.203.fa.gz,1598639
nhnw_bin.204.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.204.fa.gz,1505913
nhnw_bin.205.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.205.fa.gz,1147993
nhnw_bin.206.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.206.fa.gz,1984067
nhnw_bin.207.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.207.fa.gz,1313618
nhnw_bin.208.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.208.fa.gz,1879465
nhnw_bin.209.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.209.fa.gz,1507797
nhnw_bin.20.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.20.fa.gz,2283525
nhnw_bin.210.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.210.fa.gz,2843300
nhnw_bin.211.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.211.fa.gz,2561456
nhnw_bin.212.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.212.fa.gz,2188043
nhnw_bin.213.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.213.fa.gz,1336570
nhnw_bin.214.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.214.fa.gz,1598792
nhnw_bin.215.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.215.fa.gz,2063752
nhnw_bin.216.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.216.fa.gz,1777895
nhnw_bin.217.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.217.fa.gz,2027126
nhnw_bin.218.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.218.fa.gz,1909194
nhnw_bin.219.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.219.fa.gz,4517115
nhnw_bin.21.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.21.fa.gz,1323322
