genome,completeness,contamination,location,length,N50,centrality
EHA04748_bin.55.fa.gz,59.89,6.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.55.fa.gz,,,0.0
EHA04743_bin.2.fa.gz,59.77,8.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.2.fa.gz,,,0.0
EHA04823_bin.33.fa.gz,59.56,4.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.33.fa.gz,,,0.0
EHA04743_bin.24.fa.gz,59.5,2.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.24.fa.gz,,,0.0
EHA04745_bin.8.fa.gz,59.5,6.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.8.fa.gz,,,0.0
EHA04749_bin.49.fa.gz,59.22,1.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.49.fa.gz,,,0.0
EHA04823_bin.283.fa.gz,59.18,1.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.283.fa.gz,,,0.0
EHA04823_bin.218.fa.gz,58.97,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.218.fa.gz,,,0.0
EHA04823_bin.210.fa.gz,58.81,4.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.210.fa.gz,,,0.0
EHA04823_bin.178.fa.gz,58.79,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.178.fa.gz,,,0.0
EHA04815_bin.137.fa.gz,58.47,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.137.fa.gz,,,0.0
EHA04823_bin.11.fa.gz,58.41,2.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.11.fa.gz,,,0.0
EHA04823_bin.300.fa.gz,57.81,3.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.300.fa.gz,,,0.0
EHA04749_bin.52.fa.gz,57.45,9.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.52.fa.gz,,,0.0
EHA04823_bin.32.fa.gz,57.35,4.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.32.fa.gz,,,0.0
EHA04823_bin.286.fa.gz,57.17,1.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.286.fa.gz,,,0.0
EHA04745_bin.11.fa.gz,56.96,1.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.11.fa.gz,,,0.0
EHA04815_bin.196.fa.gz,56.75,6.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.196.fa.gz,,,0.0
EHA04743_bin.34.fa.gz,56.46,1.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.34.fa.gz,,,0.0
EHA04815_bin.111.fa.gz,56.25,1.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.111.fa.gz,,,0.0
EHA04743_bin.44.fa.gz,55.95,3.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.44.fa.gz,,,0.0
EHA04823_bin.3.fa.gz,55.84,6.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.3.fa.gz,,,0.0
EHA04746_bin.44.fa.gz,55.61,8.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.44.fa.gz,,,0.0
EHA04815_bin.159.fa.gz,55.59,2.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.159.fa.gz,,,0.0
EHA04823_bin.289.fa.gz,55.5,3.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.289.fa.gz,,,0.0
EHA04823_bin.5.fa.gz,55.3,7.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.5.fa.gz,,,0.0
EHA04746_bin.9.fa.gz,55.23,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.9.fa.gz,,,0.0
EHA04823_bin.137.fa.gz,55.16,1.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.137.fa.gz,,,0.0
EHA04749_bin.48.fa.gz,55.12,8.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.48.fa.gz,,,0.0
EHA04746_bin.30.fa.gz,54.56,2.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.30.fa.gz,,,0.0
EHA04815_bin.212.fa.gz,54.43,7.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.212.fa.gz,,,0.0
EHA04823_bin.193.fa.gz,54.41,0.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.193.fa.gz,,,0.0
EHA04815_bin.81.fa.gz,54.24,0.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.81.fa.gz,,,0.0
EHA04750_bin.47.fa.gz,54.22,3.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.47.fa.gz,,,0.0
EHA04823_bin.124.fa.gz,54.17,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.124.fa.gz,,,0.0
EHA04744_bin.29.fa.gz,53.87,0.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04744_bin.29.fa.gz,,,0.0
EHA04823_bin.50.fa.gz,53.47,3.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.50.fa.gz,,,0.0
EHA04815_bin.142.fa.gz,53.37,1.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.142.fa.gz,,,0.0
EHA04815_bin.186.fa.gz,53.32,2.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.186.fa.gz,,,0.0
EHA04823_bin.304.fa.gz,53.29,4.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.304.fa.gz,,,0.0
EHA04815_bin.22.fa.gz,53.21,5.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.22.fa.gz,,,0.0
EHA04823_bin.10.fa.gz,53.03,2.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.10.fa.gz,,,0.0
EHA04823_bin.31.fa.gz,53.0,2.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.31.fa.gz,,,0.0
EHA04743_bin.1.fa.gz,52.97,3.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.1.fa.gz,,,0.0
EHA04823_bin.305.fa.gz,52.92,2.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.305.fa.gz,,,0.0
EHA04815_bin.216.fa.gz,52.89,3.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.216.fa.gz,,,0.0
EHA04823_bin.173.fa.gz,52.88,5.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.173.fa.gz,,,0.0
EHA04815_bin.60.fa.gz,52.72,4.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.60.fa.gz,,,0.0
EHA04815_bin.183.fa.gz,52.36,6.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.183.fa.gz,,,0.0
EHA04815_bin.107.fa.gz,52.24,2.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.107.fa.gz,,,0.0
EHA04743_bin.7.fa.gz,52.23,4.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.7.fa.gz,,,0.0
EHA04815_bin.189.fa.gz,51.94,9.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.189.fa.gz,,,0.0
EHA04823_bin.143.fa.gz,51.93,0.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.143.fa.gz,,,0.0
EHA04823_bin.306.fa.gz,51.79,3.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.306.fa.gz,,,0.0
EHA04823_bin.288.fa.gz,51.74,1.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.288.fa.gz,,,0.0
EHA04823_bin.72.fa.gz,51.62,1.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.72.fa.gz,,,0.0
EHA04823_bin.78.fa.gz,51.6,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.78.fa.gz,,,0.0
EHA04815_bin.194.fa.gz,51.52,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.194.fa.gz,,,0.0
EHA04748_bin.53.fa.gz,51.37,6.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.53.fa.gz,,,0.0
EHA04823_bin.290.fa.gz,51.23,0.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.290.fa.gz,,,0.0
EHA04823_bin.30.fa.gz,51.23,5.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.30.fa.gz,,,0.0
EHA04749_bin.13.fa.gz,51.01,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.13.fa.gz,,,0.0
EHA04823_bin.108.fa.gz,50.86,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.108.fa.gz,,,0.0
EHA04815_bin.215.fa.gz,50.66,4.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.215.fa.gz,,,0.0
EHA04815_bin.185.fa.gz,50.55,0.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.185.fa.gz,,,0.0
EHA04743_bin.37.fa.gz,50.4,9.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.37.fa.gz,,,0.0
EHA04815_bin.213.fa.gz,50.3,4.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.213.fa.gz,,,0.0
EHA04749_bin.11.fa.gz,50.18,6.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.11.fa.gz,,,0.0
nhnw_bin.7.fa.gz,100.0,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.7.fa.gz,1535436.0,159823.0,0.0
nhnw_bin.61.fa.gz,100.0,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.61.fa.gz,3015356.0,101866.0,0.0
nhnw_bin.542.fa.gz,100.0,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.542.fa.gz,2319232.0,47012.0,0.0
nhnw_bin.261.fa.gz,100.0,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.261.fa.gz,1162500.0,129582.0,0.0
nhnw_bin.580.fa.gz,99.64,8.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.580.fa.gz,2436537.0,79908.0,0.0
nhnw_bin.125.fa.gz,99.64,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.125.fa.gz,2021667.0,56066.0,0.0
nhnw_bin.514.fa.gz,99.4,4.391,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.514.fa.gz,1973594.0,69479.0,0.0
nhnw_bin.38.fa.gz,99.36,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.38.fa.gz,1883444.0,73913.0,0.0
nhnw_bin.4.fa.gz,99.32,4.138,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.4.fa.gz,3628139.0,78799.0,0.0
nhnw_bin.107.fa.gz,99.32,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.107.fa.gz,2297051.0,96148.0,0.0
nhnw_bin.161.fa.gz,99.27,4.106,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.161.fa.gz,2383490.0,73016.0,0.0
nhnw_bin.419.fa.gz,99.26,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.419.fa.gz,1990165.0,78705.0,0.0
nhnw_bin.159.fa.gz,99.25,0.061,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.159.fa.gz,2360760.0,87851.0,0.0
nhnw_bin.269.fa.gz,99.2,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.269.fa.gz,1660971.0,147982.0,0.0
nhnw_bin.594.fa.gz,99.19,6.194,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.594.fa.gz,1945731.0,18091.0,0.0
nhnw_bin.550.fa.gz,99.19,1.612,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.550.fa.gz,2071431.0,112050.0,0.0
nhnw_bin.176.fa.gz,99.19,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.176.fa.gz,1594556.0,93547.0,0.0
nhnw_bin.498.fa.gz,99.15,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.498.fa.gz,2654243.0,82287.0,0.0
nhnw_bin.238.fa.gz,99.15,7.753,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.238.fa.gz,2370570.0,79899.0,0.0
nhnw_bin.173.fa.gz,99.06,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.173.fa.gz,2326211.0,63855.0,0.0
nhnw_bin.516.fa.gz,99.04,1.111,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.516.fa.gz,2726396.0,77376.0,0.0
nhnw_bin.251.fa.gz,98.95,6.208,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.251.fa.gz,4501347.0,55062.0,0.0
nhnw_bin.445.fa.gz,98.92,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.445.fa.gz,2182580.0,104121.0,0.0
nhnw_bin.210.fa.gz,98.92,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.210.fa.gz,2843300.0,53720.0,0.0
nhnw_bin.126.fa.gz,98.92,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.126.fa.gz,2256532.0,52345.0,0.0
nhnw_bin.57.fa.gz,98.87,1.821,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.57.fa.gz,2483182.0,227792.0,0.0
nhnw_bin.560.fa.gz,98.87,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.560.fa.gz,1021478.0,310250.0,0.0
nhnw_bin.481.fa.gz,98.87,3.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.481.fa.gz,1215497.0,168276.0,0.0
nhnw_bin.376.fa.gz,98.83,0.549,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.376.fa.gz,2756829.0,52174.0,0.0
nhnw_bin.600.fa.gz,98.72,0.636,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.600.fa.gz,2232649.0,139987.0,0.0
nhnw_bin.524.fa.gz,98.66,0.666,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.524.fa.gz,1115870.0,247861.0,0.0
nhnw_bin.454.fa.gz,98.65,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.454.fa.gz,1805687.0,131090.0,0.0
nhnw_bin.206.fa.gz,98.63,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.206.fa.gz,1984067.0,72107.0,0.0
nhnw_bin.571.fa.gz,98.6,0.699,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.571.fa.gz,2194850.0,66275.0,0.0
nhnw_bin.330.fa.gz,98.52,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.330.fa.gz,2417367.0,42432.0,0.0
nhnw_bin.226.fa.gz,98.45,2.455,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.226.fa.gz,2535763.0,61694.0,0.0
nhnw_bin.156.fa.gz,98.43,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.156.fa.gz,1841217.0,93984.0,0.0
nhnw_bin.399.fa.gz,98.38,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.399.fa.gz,1831554.0,67595.0,0.0
nhnw_bin.102.fa.gz,98.38,2.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.102.fa.gz,4258712.0,49213.0,0.0
nhnw_bin.294.fa.gz,98.34,0.632,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.294.fa.gz,2940341.0,63923.0,0.0
nhnw_bin.73.fa.gz,98.27,8.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.73.fa.gz,2411494.0,94855.0,0.0
nhnw_bin.345.fa.gz,98.27,4.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.345.fa.gz,1586625.0,92816.0,0.0
nhnw_bin.518.fa.gz,98.24,2.232,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.518.fa.gz,2879850.0,43161.0,0.0
nhnw_bin.331.fa.gz,98.22,0.316,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.331.fa.gz,1579480.0,89442.0,0.0
nhnw_bin.139.fa.gz,98.11,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.139.fa.gz,2953201.0,110675.0,0.0
nhnw_bin.90.fa.gz,97.98,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.90.fa.gz,2644151.0,71074.0,0.0
nhnw_bin.59.fa.gz,97.98,1.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.59.fa.gz,2918035.0,42350.0,0.0
nhnw_bin.224.fa.gz,97.98,1.403,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.224.fa.gz,2903873.0,34874.0,0.0
nhnw_bin.123.fa.gz,97.85,1.428,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.123.fa.gz,1524133.0,32622.0,0.0
nhnw_bin.423.fa.gz,97.84,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.423.fa.gz,1551412.0,55261.0,0.0
nhnw_bin.511.fa.gz,97.82,2.069,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.511.fa.gz,2769698.0,91627.0,0.0
nhnw_bin.442.fa.gz,97.81,7.046,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.442.fa.gz,3654730.0,29563.0,0.0
nhnw_bin.140.fa.gz,97.8,3.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.140.fa.gz,3424061.0,47304.0,0.0
nhnw_bin.228.fa.gz,97.75,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.228.fa.gz,1131517.0,115100.0,0.0
nhnw_bin.365.fa.gz,97.72,1.136,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.365.fa.gz,1993715.0,248195.0,0.0
nhnw_bin.325.fa.gz,97.72,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.325.fa.gz,2122100.0,47438.0,0.0
nhnw_bin.339.fa.gz,97.71,1.677,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.339.fa.gz,2180386.0,33705.0,0.0
nhnw_bin.202.fa.gz,97.71,1.478,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.202.fa.gz,1968490.0,185170.0,0.0
nhnw_bin.508.fa.gz,97.7,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.508.fa.gz,3504009.0,139858.0,0.0
nhnw_bin.484.fa.gz,97.69,6.711,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.484.fa.gz,4701758.0,60626.0,0.0
nhnw_bin.512.fa.gz,97.68,1.307,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.512.fa.gz,1781990.0,94305.0,0.0
nhnw_bin.574.fa.gz,97.67,3.991,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.574.fa.gz,1704672.0,16942.0,0.0
nhnw_bin.109.fa.gz,97.66,3.409,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.109.fa.gz,1975684.0,170473.0,0.0
nhnw_bin.452.fa.gz,97.61,0.816,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.452.fa.gz,2167667.0,28583.0,0.0
nhnw_bin.322.fa.gz,97.61,3.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.322.fa.gz,2261373.0,39672.0,0.0
nhnw_bin.444.fa.gz,97.6,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.444.fa.gz,1534388.0,48280.0,0.0
nhnw_bin.180.fa.gz,97.58,2.093,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.180.fa.gz,2355433.0,142734.0,0.0
nhnw_bin.153.fa.gz,97.53,0.318,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.153.fa.gz,3100179.0,25268.0,0.0
nhnw_bin.134.fa.gz,97.44,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.134.fa.gz,2627148.0,33475.0,0.0
nhnw_bin.398.fa.gz,97.41,0.953,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.398.fa.gz,2089301.0,54484.0,0.0
nhnw_bin.337.fa.gz,97.34,0.843,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.337.fa.gz,2236291.0,149748.0,0.0
nhnw_bin.467.fa.gz,97.33,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.467.fa.gz,1336651.0,118942.0,0.0
nhnw_bin.259.fa.gz,97.33,1.333,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.259.fa.gz,1335850.0,207831.0,0.0
nhnw_bin.129.fa.gz,97.33,1.333,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.129.fa.gz,1219718.0,186326.0,0.0
nhnw_bin.551.fa.gz,97.31,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.551.fa.gz,2653992.0,100463.0,0.0
nhnw_bin.49.fa.gz,97.31,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.49.fa.gz,3305999.0,45450.0,0.0
nhnw_bin.350.fa.gz,97.31,2.999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.350.fa.gz,1803125.0,38313.0,0.0
nhnw_bin.321.fa.gz,97.31,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.321.fa.gz,1823464.0,119651.0,0.0
nhnw_bin.267.fa.gz,97.31,0.268,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.267.fa.gz,2170370.0,60457.0,0.0
nhnw_bin.191.fa.gz,97.31,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.191.fa.gz,1734634.0,36412.0,0.0
nhnw_bin.119.fa.gz,97.31,0.436,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.119.fa.gz,2408660.0,41249.0,0.0
nhnw_bin.42.fa.gz,97.27,1.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.42.fa.gz,2088243.0,140955.0,0.0
nhnw_bin.403.fa.gz,97.17,0.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.403.fa.gz,1860261.0,176182.0,0.0
nhnw_bin.223.fa.gz,97.17,9.243,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.223.fa.gz,2583033.0,33994.0,0.0
nhnw_bin.449.fa.gz,97.16,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.449.fa.gz,1728702.0,49970.0,0.0
nhnw_bin.22.fa.gz,97.14,0.737,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.22.fa.gz,2240281.0,131194.0,0.0
nhnw_bin.553.fa.gz,97.09,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.553.fa.gz,2587117.0,76895.0,0.0
nhnw_bin.33.fa.gz,97.04,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.33.fa.gz,2638976.0,51169.0,0.0
nhnw_bin.190.fa.gz,97.04,7.753,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.190.fa.gz,2230051.0,147290.0,0.0
nhnw_bin.145.fa.gz,97.04,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.145.fa.gz,2716974.0,168306.0,0.0
nhnw_bin.470.fa.gz,96.86,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.470.fa.gz,2280275.0,79649.0,0.0
nhnw_bin.26.fa.gz,96.86,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.26.fa.gz,2616080.0,41709.0,0.0
nhnw_bin.342.fa.gz,96.77,1.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.342.fa.gz,2126899.0,93065.0,0.987229
nhnw_bin.14.fa.gz,96.77,0.219,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.14.fa.gz,1303963.0,183995.0,0.0
nhnw_bin.118.fa.gz,96.77,3.494,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.118.fa.gz,2287501.0,62086.0,0.0
nhnw_bin.590.fa.gz,96.7,0.064,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.590.fa.gz,2898813.0,56624.0,0.0
nhnw_bin.401.fa.gz,96.65,4.664,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.401.fa.gz,2448339.0,148645.0,0.0
nhnw_bin.82.fa.gz,96.64,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.82.fa.gz,2449860.0,59910.0,0.0
nhnw_bin.336.fa.gz,96.64,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.336.fa.gz,2529225.0,150510.0,0.0
nhnw_bin.124.fa.gz,96.64,2.536,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.124.fa.gz,2322430.0,116024.0,0.0
