ID,mag_name,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM069111,EHA04815_bin.90.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UMGS1470,s__,Vombatus ursinus,0,99.13,0.46,1118331,42.00%,329713,6,667,5,460,309,197,29.5,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.90.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069111_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069111.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069111_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,53.7
EHM068918,EHA04815_bin.10.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__DUOU01,s__,Vombatus ursinus,75.69,99.09,0.12,1580722,39.00%,43972,63,1352,42,1152,770,181,13.4,DMB0166,0.03,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.10.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068918_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068918.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068918_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,43
EHM069108,EHA04815_bin.88.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__SFEL01,s__,Vombatus ursinus,0,98.92,2.9,2182457,48.00%,86151,37,1982,22,1507,901,449,22.7,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.88.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069108_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069108.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069108_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,54.5
EHM069117,EHA04815_bin.96.fa,EHA04815,2.3.0,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__,s__,Vombatus ursinus,0,98.87,0.11,2312178,57.00%,43583,98,1443,24,1182,862,239,16.6,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.96.fa.gz,ABB0581,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069117_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069117.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069117_kegg.tsv.gz,TRUE,DMB0166,0.88,Diprotodontia,Mammalia,40.3
EHM069046,EHA04815_bin.3.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Vombatus ursinus,76.6,98.78,0.13,1623228,43.00%,38028,67,1332,67,1049,598,261,19.6,DMB0166,0.1,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.3.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069046_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069046.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069046_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,55.1
EHM069095,EHA04815_bin.76.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__RGIG4607,s__,Vombatus ursinus,76.85,98.76,0.1,2126768,44.00%,149614,28,1540,23,1223,785,280,18.2,DMB0166,0.07,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.76.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069095_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069095.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069095_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,49
EHM067169,EHA04750_bin.25.fa,EHA04750,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__HUN007,s__,Vombatus ursinus,0,98.72,0.97,1115283,30.00%,83036,28,862,30,601,326,244,28.3,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04750_bin.25.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067169_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067169.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067169_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,62.2
EHM067292,EHA04748_bin.12.fa,EHA04748,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Vombatus ursinus,0,98.65,0.19,2279628,33.00%,24271,163,2055,73,1554,925,472,23,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04748_bin.12.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067292_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067292.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067292_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,55
EHM067297,EHA04748_bin.17.fa,EHA04748,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-698,g__RGIG8164,s__,Vombatus ursinus,0,98.64,0.16,1225913,30.00%,55726,30,1081,40,846,568,219,20.3,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04748_bin.17.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067297_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067297.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067297_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,47.5
EHM068932,EHA04815_bin.112.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,Vombatus ursinus,0,98.62,0.58,2189721,36.00%,51971,62,1791,54,1470,1021,290,16.2,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.112.fa.gz,ABB0581,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068932_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068932.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068932_kegg.tsv.gz,TRUE,DMB0166,0.86,Diprotodontia,Mammalia,43
EHM067173,EHA04750_bin.29.fa,EHA04750,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,Vombatus ursinus,0,98.59,0.57,2300782,49.00%,56863,98,2475,107,1978,1129,457,18.5,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04750_bin.29.fa.gz,ABB0566,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067173_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067173.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067173_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,54.4
EHM069103,EHA04815_bin.83.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__RGIG6429,s__,Vombatus ursinus,76.13,98.43,0.04,2200973,38.00%,103971,42,2079,137,1489,695,564,27.1,DMB0166,0.11,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.83.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069103_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069103.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069103_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,66.6
EHM069052,EHA04815_bin.36.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__F23-B02,s__,Vombatus ursinus,79.27,98.37,2.05,2462966,44.00%,36938,112,1296,24,994,594,274,21.1,DMB0166,0.45,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.36.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069052_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069052.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069052_kegg.tsv.gz,TRUE,DMB0166,0.89,Diprotodontia,Mammalia,54.2
EHM069049,EHA04815_bin.32.fa,EHA04815,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Vombatus ursinus,0,98.36,0.04,1858040,49.00%,65193,35,1985,65,1480,931,479,24.1,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.32.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069049_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069049.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069049_kegg.tsv.gz,TRUE,DMB0166,0.94,Diprotodontia,Mammalia,53.1
EHM067238,EHA04749_bin.45.fa,EHA04749,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,Vombatus ursinus,0,98.33,0.21,2585895,42.00%,29891,131,2416,93,1886,1166,494,20.4,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04749_bin.45.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067238_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067238.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067238_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,51.7
EHM067012,EHA04747_bin.30.fa,EHA04747,2.3.0,d__Bacteria,p__Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,s__,Vombatus ursinus,0,98.31,0.19,2745692,47.00%,59416,89,1904,111,1297,695,591,31,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04747_bin.30.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067012_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067012.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067012_kegg.tsv.gz,TRUE,DMB0166,0.89,Diprotodontia,Mammalia,63.5
EHM066843,EHA04746_bin.20.fa,EHA04746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-177,s__,Vombatus ursinus,0,98.25,0.23,2130919,43.00%,44344,76,1822,77,1453,887,343,18.8,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04746_bin.20.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066843_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066843.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066843_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,51.3
EHM066963,EHA04745_bin.5.fa,EHA04745,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__RUG806,s__,Vombatus ursinus,0,97.98,0.04,2374266,44.00%,30100,129,2124,97,1589,917,513,24.2,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04745_bin.5.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066963_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066963.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066963_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,56.8
EHM066762,EHA04743_bin.36.fa,EHA04743,2.3.0,d__Bacteria,p__UBP6,c__UBA1177,o__UBA1177,f__UBA1177,g__UBA1177,s__,Vombatus ursinus,81.59,97.76,0.66,1865795,43.00%,229987,21,1562,41,1171,774,366,23.4,DMB0166,0.77,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04743_bin.36.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066762_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066762.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066762_kegg.tsv.gz,TRUE,DMB0166,0.95,Diprotodontia,Mammalia,50.4
EHM069066,EHA04815_bin.5.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__W0P28-013,s__,Vombatus ursinus,77.02,97.76,2.24,2816691,39.00%,95584,52,1600,40,1228,787,353,22.1,DMB0166,0.22,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.5.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069066_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069066.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069066_kegg.tsv.gz,TRUE,DMB0166,0.89,Diprotodontia,Mammalia,50.8
EHM068971,EHA04815_bin.148.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__UBA1711,s__,Vombatus ursinus,78.62,97.44,0.48,2205190,47.00%,41855,75,1880,51,1397,854,449,23.9,DMB0166,0.39,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.148.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068971_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068971.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068971_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,54.6
EHM069089,EHA04815_bin.70.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA6857,s__,Vombatus ursinus,0,97.32,4.43,2411551,52.00%,89633,45,1675,64,1259,686,384,22.9,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.70.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069089_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069089.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069089_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,59
EHM069045,EHA04815_bin.29.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-488,s__,Vombatus ursinus,79.8,97.29,0.38,1990065,36.00%,46398,81,1048,52,793,483,235,22.4,DMB0166,0.63,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.29.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069045_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069045.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069045_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,53.9
EHM068933,EHA04815_bin.113.fa,EHA04815,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__CAG-312,g__UMGS1490,s__,Vombatus ursinus,0,97.23,0,2127841,37.00%,56995,58,1915,65,1334,895,552,28.8,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.113.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068933_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068933.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068933_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,53.3
EHM067000,EHA04747_bin.2.fa,EHA04747,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,Vombatus ursinus,0,97.17,0.36,2558374,48.00%,15995,256,2124,129,1576,904,512,24.1,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04747_bin.2.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067000_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067000.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067000_kegg.tsv.gz,TRUE,DMB0166,0.84,Diprotodontia,Mammalia,57.4
EHM069110,EHA04815_bin.9.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__ML635J-15,g__Bact-19,s__,Vombatus ursinus,0,97.08,3.41,2369396,49.00%,56712,71,2115,48,1530,854,560,26.5,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.9.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069110_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069110.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069110_kegg.tsv.gz,TRUE,DMB0166,0.89,Diprotodontia,Mammalia,59.6
EHM068970,EHA04815_bin.147.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__HGM11412,s__,Vombatus ursinus,77.62,96.98,1.56,1496791,31.00%,39629,57,1446,47,1088,693,338,23.4,DMB0166,0.21,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.147.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068970_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068970.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068970_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,52.1
EHM066911,EHA04744_bin.6.fa,EHA04744,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RUG13409,s__,Vombatus ursinus,0,96.81,0,1688773,39.00%,65100,34,804,9,630,346,154,19.2,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04744_bin.6.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066911_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066911.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066911_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,57
EHM067166,EHA04750_bin.22.fa,EHA04750,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__UBA1240,s__,Vombatus ursinus,0,96.8,0,1677479,39.00%,88796,30,2045,73,1504,943,518,25.3,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04750_bin.22.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067166_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067166.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067166_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,53.9
EHM069034,EHA04815_bin.211.fa,EHA04815,2.3.0,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__QAMH01,g__,s__,Vombatus ursinus,0,96.78,0.35,2656596,39.00%,102493,46,692,19,445,233,231,33.4,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.211.fa.gz,ABB0581,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069034_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069034.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069034_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,66.3
EHM069073,EHA04815_bin.56.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__RUG806,s__,Vombatus ursinus,0,96.75,0.17,1431130,46.00%,52251,38,1522,69,1114,584,392,25.8,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.56.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069073_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069073.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069073_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,61.6
EHM067306,EHA04748_bin.25.fa,EHA04748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Saccharofermentanales,f__Saccharofermentanaceae,g__Saccharofermentans,s__,Vombatus ursinus,78.43,96.7,0,1717228,39.00%,96190,37,1493,44,1156,759,306,20.5,DMB0166,0.24,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04748_bin.25.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067306_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067306.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067306_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,49.2
EHM069090,EHA04815_bin.71.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA5905,s__,Vombatus ursinus,0,96.61,1.69,1915905,48.00%,79700,47,563,18,410,198,146,25.9,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.71.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069090_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069090.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069090_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,64.8
EHM068969,EHA04815_bin.146.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__,Vombatus ursinus,76.96,96.59,0.31,1459029,36.00%,33582,62,1368,31,1034,702,317,23.2,DMB0166,0.13,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.146.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068969_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068969.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068969_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,48.7
EHM068929,EHA04815_bin.11.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Vombatus ursinus,0,96.56,4.15,2111351,50.00%,81848,44,1740,68,1340,819,378,21.7,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.11.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068929_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068929.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068929_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,52.9
